symbol,fiscal_period_end,sales,gross_profit,operating_income,net_income,ebitda,cash_and_equivalents,total_current_assets,total_assets,total_current_liabilities,long_term_debt,total_liabilities,total_equity,net_cash_from_operating_activities,property_and_equipment,prior_revenue,prior_revenue_growth_yoy,revenue_growth_yoy,revenue_growth_accel,gross_margin,operating_margin,net_margin,ebitda_margin,cfo_margin,fcf_margin,capex_to_revenue,rd_to_revenue,sga_to_revenue,debt_to_assets,debt_to_equity,cash_to_assets,current_ratio,asset_turnover,availability_date,trade_date,trade_close,trailing_3m_return,trailing_6m_return,trailing_12m_return,relative_6m_vs_spy,realized_vol_3m,drawdown_12m,growth_x_trailing_6m,growth_x_fcf_margin,fwd_3m_return,fwd_3m_return_end_date,fwd_6m_return,fwd_6m_return_end_date,fwd_12m_return,fwd_12m_return_end_date,current_market_cap,market_cap_bucket,sales_2y_cagr,sales_3y_cagr,sales_growth_consistency_3y,sales_growth_volatility_3y,gross_margin_change_1y,operating_margin_change_1y,net_margin_change_1y,ebitda_margin_change_1y,fcf_margin_change_1y,cfo_margin_change_1y,asset_turnover_change_1y,cfo_to_net_income,fcf_to_net_income,accruals_to_assets,debt_change_1y,cash_change_1y,debt_to_ebitda,net_debt_to_ebitda,interest_coverage_proxy,quality_score,fundamental_momentum_score,sector_rel_sales_growth,sector_rel_operating_margin,sector_rel_fcf_margin,sector_rel_quality_score,growth_quality,growth_quality_x_pullback,growth_accel_x_relative_strength
SNPS,2013-10-31,1962000000,1509000000,246000000,248000000,434000000,1022000000.0,1448000000.0,4359000000.0,1223000000.0,75000000.0,1571000000.0,2788000000.0,496710000.0,-67070000.0,1756000000.0,,0.1173120728929384,,0.7691131498470948,0.1253822629969418,0.1264016309887869,0.2212028542303771,0.2531651376146789,0.2189806320081549,0.0341845056065239,0.0,,0.0172057811424638,0.0269010043041606,0.2344574443679743,1.1839738348323794,0.4501032346868547,2014-01-29,2014-01-29,39.9900016784668,0.096818504734891,0.0869801762247002,0.1944445109092025,0.0241533919731173,0.1357950601454899,-0.0380081315361218,0.0102038247735126,0.0256890718642824,-0.0592648823982969,2014-04-30,-0.0302576356184917,2014-07-30,0.093773439424966,2015-01-29,96244596736.0,large_cap,,,,,,,,,,,,2.0028629032258065,1.7324193548387095,-0.057056664372562516,,,0.17281105990783346,-2.1820276497695863,115.73333333333376,0.36813015998659393,0.0,0.05401478216277189,-0.014841859680734398,0.07757691629007771,0.2915978915059605,0.04318611216243638,0.0,
ADBE,2013-11-30,4055000000,3469000000,423000000,290000000,744000000,3174000000.0,4046000000.0,10380000000.0,1526000000.0,1499000000.0,3656000000.0,6725000000.0,1151690000.0,-164100000.0,4404000000.0,,-0.0792461398728429,,0.8554870530209617,0.1043156596794081,0.0715166461159062,0.1834771886559802,0.2840172626387176,0.2435487053020961,0.0404685573366214,0.0,,0.144412331406551,0.2228996282527881,0.3057803468208092,2.6513761467889907,0.390655105973025,2014-02-28,2014-02-28,68.62999725341797,0.2104055790114956,0.5073577661641622,0.7458660609472345,0.3590793993984511,0.3467574349510231,-0.0184496703276558,-0.0402061445030183,-0.0193002947662197,-0.0595948783560082,2014-05-30,0.0399243130237427,2014-08-28,0.162611162884078,2015-03-02,100079919104.0,large_cap,,,,,,,,,,,,3.971344827586207,3.4054827586206886,-0.08301445086705202,,,2.014784946236559,-2.251344086021506,9.926617745163442,0.4174225234193981,0.0,-0.09522902761647481,-0.005634925004440849,0.176785582118963,0.32950157597250973,-0.033079123676968664,-0.0,
CCL,2013-11-30,15456000000,4832000000,1352000000,1078000000,2940000000,462000000.0,1937000000.0,40104000000.0,6720000000.0,8092000000.0,15548000000.0,24556000000.0,2834000000.0,-2149000000.0,15382000000.0,,0.0048108178390326,,0.3126293995859213,0.0874741200828157,0.0697463768115942,0.1902173913043478,0.1833592132505176,0.0443193581780538,0.1390398550724637,0.0,,0.2017753840015958,0.3295324971493729,0.0115200478755236,0.2882440476190476,0.3853979652902453,2014-02-28,2014-02-28,33.05056381225586,0.1098710614997324,0.1174069524736149,0.1399062788339546,-0.030871414292096,0.2171262798806617,-0.0401405709896016,0.0005648234613865,0.0002132123589374,0.0158109290539585,2014-05-30,-0.047930651487239,2014-08-28,0.1680000951061095,2015-03-02,34129838080.0,mid_cap,,,,,,,,,,,,2.6289424860853434,0.6354359925788493,-0.04378615599441452,,,2.7523809523809524,2.595238095238096,7.26643598615917,-0.24158062852562132,0.0,-0.011172069904599301,-0.022476464601033252,-0.022443765005079302,-0.32950157597250973,-0.0011622003972757667,-0.0,
LEN,2013-11-30,5935000000,832000000,686000000,480000000,740000000,936000000.0,7979000000.0,11273000000.0,1153000000.0,4194000000.0,6646000000.0,4627000000.0,-807710000.0,132440000.0,4105000000.0,,0.4457978075517661,,0.1401853411962931,0.1155855096882898,0.0808761583824768,0.1246840775063184,-0.1360926705981466,-0.1137775905644482,0.0223150800336984,0.0,,0.3720393861438836,0.9064188459044736,0.0830302492681628,6.920208152645273,0.5264791980839173,2014-02-28,2014-02-28,37.38705062866211,0.2185194790727467,0.3909039244663883,0.1422256895427072,0.2426255577006772,0.2927783823435944,-0.0101506913842389,0.1742641124904971,-0.0507218004221535,-0.0669360258779112,2014-05-30,-0.1105560765452502,2014-08-28,0.1449021818749118,2015-03-02,20270350336.0,mid_cap,,,,,,,,,,,,-1.6827291666666666,-1.4068125,0.11422957509092523,,,5.667567567567571,4.402702702702706,3.5288507391511668,-0.7775059053921576,0.0,0.42981491980813424,0.005634925004440849,-0.1805407137475813,-0.865426852839046,-0.34661042798237474,-0.0,
MKC,2013-11-30,4123000000,1666000000,551000000,389000000,657000000,63000000.0,1370000000.0,4450000000.0,1063000000.0,1019000000.0,2502000000.0,1948000000.0,465200000.0,-97400000.0,4014000000.0,,0.0271549576482312,,0.4040747028862478,0.1336405529953917,0.0943487751637157,0.159349987872908,0.1128304632549114,0.0892068881882124,0.023623575066699,0.0,,0.2289887640449438,0.5231006160164271,0.0141573033707865,1.288805268109125,0.9265168539325844,2014-02-28,2014-02-28,26.19870376586914,-0.0344485854566819,0.0003043370321071,0.0072805952604007,-0.1479740297336038,0.1789604588060448,-0.0979467413124695,8.264259217659247e-06,0.0024224092706814,0.0946866355078814,2014-05-30,0.0573036647804336,2014-08-28,0.1597873739795361,2015-03-02,12460881920.0,mid_cap,,,,,,,,,,,,1.1958868894601535,0.9455012853470431,-0.01712359550561791,,,1.5509893455098942,1.4550989345509904,12.894995093228648,0.6016640104983809,0.0,0.011172069904599298,0.023689968311542756,0.022443765005079302,0.5137430630514925,0.016338160723548465,0.000562826525890163,
ABBV,2013-12-31,18790000000,14209000000,5664000000,4128000000,6561000000,9895000000.0,17848000000.0,29198000000.0,6879000000.0,14292000000.0,24706000000.0,4492000000.0,6267000000.0,-491000000.0,18380000000.0,,0.0223068552774754,,0.7562001064395956,0.3014369345396487,0.2196913251729643,0.349175093134646,0.3335284725918041,0.3073975518893028,0.0261309207025013,0.0,,0.489485581204192,3.1816562778272486,0.3388930748681416,2.5945631632504726,0.6435372285772998,2014-03-31,2014-03-31,31.542036056518555,-0.0141367324810585,0.1791955981937043,0.2948096700500717,0.0611146022341766,0.2232729375013162,-0.0462607987732793,0.0039972902752676,0.0068570727026449,0.1078817817695001,2014-06-30,0.1574239297299269,2014-09-29,0.1752143406426913,2015-03-31,371715538944.0,large_cap,,,,,,,,,,,,1.5181686046511629,1.3992248062015502,-0.07325844235906569,,,2.178326474622771,0.670172229843012,9.181360201511332,0.239826955913622,0.0,-0.030919522580103904,0.1355994402965453,0.2023008031529897,0.2769501041466684,0.005349785197202639,7.56284821639805e-05,
ABT,2013-12-31,21848000000,11808000000,2629000000,2576000000,4348000000,8098000000.0,19247000000.0,42953000000.0,9507000000.0,3388000000.0,17686000000.0,25267000000.0,3324000000.0,-1145000000.0,39874000000.0,,-0.4520740332045945,,0.5404613694617356,0.1203313804467228,0.117905529110216,0.1990113511534236,0.1521420725009154,0.0997345294763822,0.0524075430245331,0.0,,0.0788769119735524,0.1340879407923378,0.1885316508742113,2.024508257073735,0.5086489884292134,2014-03-31,2014-03-31,30.376989364624023,0.0092598501321501,0.1734892504572001,0.1100165488831874,0.0554082544976723,0.1593373736124698,-0.0401300977842815,-0.0784299851718284,-0.0450873909901506,0.0683701559892382,2014-06-30,0.1003620365846635,2014-09-29,0.2296390917383086,2015-03-31,147130957824.0,large_cap,,,,,,,,,,,,1.2903726708074534,0.8458850931677011,-0.017414383162992108,,,0.7792088316467334,-1.0832566697332113,25.66706021251478,-0.1457643945829516,0.0,-0.5053004110621738,-0.0455061137963806,-0.005362219259930898,-0.10864124634990521,0.06589629775674087,0.0,
ACGL,2013-12-31,3526000000,1283000000,782000000,710000000,782000000,1912000000.0,6191000000.0,19566000000.0,11981000000.0,1059000000.0,13919000000.0,5648000000.0,850870000.0,-17500000.0,3482000000.0,,0.0126364158529581,,0.3638684061259217,0.2217810550198525,0.2013613159387408,0.2217810550198525,0.2413131026659103,0.2363499716392512,0.0049631310266591,0.0,,0.0541245016865992,0.1875,0.0977205356230195,0.5167348301477339,0.1802105693550035,2014-03-31,2014-03-31,18.23823356628418,-0.015568839959017,0.0624077193073679,0.0945406931463284,-0.0556732766521597,0.1619469707732289,-0.036019496383745,0.0007886098936025,0.0029866165284684,-0.0017379051246867,2014-06-30,-0.0490093846667574,2014-09-29,0.0705595964562966,2015-03-31,32835635200.0,mid_cap,,,,,,,,,,,,1.198408450704225,1.1737605633802815,-0.007199734232852896,,,1.3542199488491047,-1.09079283887468,14.768649669499528,-0.035518332547152684,0.0,-0.040589962004621206,0.05594356077674911,0.13125322290293812,0.0016048156858936985,-0.0004488244204694778,-6.987675571987854e-06,
AEE,2013-12-31,5838000000,2348000000,1184000000,289000000,1945000000,30000000.0,1972000000.0,21042000000.0,2461000000.0,5504000000.0,14356000000.0,6686000000.0,1693000000.0,-1424000000.0,6828000000.0,,-0.1449912126537785,,0.4021925316889345,0.2028091812264474,0.0495032545392257,0.3331620417951353,0.289996574169236,0.0460774237752655,0.2439191503939705,0.0,,0.2615720939074232,0.8232126832186659,0.0014257199885942,0.8013002844372207,0.2774451097804391,2014-03-31,2014-03-31,28.41193580627441,0.1560366171515952,0.2019202435593017,0.2335201136730347,0.083839247599774,0.1749705610487148,0.0,-0.0292766609730094,-0.0066808215491377,0.0024172872288112,2014-06-30,-0.0529128653480116,2014-09-29,0.0658289852529232,2015-03-31,29435301888.0,mid_cap,,,,,,,,,,,,5.858131487889273,0.9307958477508651,-0.06672369546621043,,,2.8298200514138814,2.8143958868894603,7.067587209302327,-0.05926436976103182,0.0,-0.19821759051135782,0.03697168698334399,-0.0590193249610476,-0.022141221527985436,0.008592812838813925,0.0,
AEP,2013-12-31,15357000000,5715000000,2855000000,1480000000,4729000000,471000000.0,4310000000.0,56414000000.0,6112000000.0,16828000000.0,40328000000.0,16086000000.0,4106000000.0,-3635000000.0,14945000000.0,,0.0275677484108396,,0.3721429966790389,0.1859087061274988,0.0963729895161815,0.3079377482581233,0.2673699290225955,0.0306700527446766,0.2366998762779188,0.0,,0.2982947495302585,1.0461270670147955,0.0083489913851171,0.7051701570680629,0.2722196617860815,2014-03-31,2014-03-31,32.81815719604492,0.1009429396364556,0.1912852158264515,0.0889886812978093,0.0732042198669238,0.1361894381421868,0.0,0.0052733027046167,0.0008455042978124,0.1113830937118705,2014-06-30,0.0501696891684062,2014-09-29,0.1519926054415608,2015-03-31,68094746624.0,large_cap,,,,,,,,,,,,2.774324324324324,0.31824324324324227,-0.04654872903889104,,,3.558469020934659,3.4588707972087134,5.620394580461135,-0.22452856584051287,0.0,-0.025658629446739703,0.020071211884395396,-0.0744266959916365,-0.18740541760746648,-0.006189747014137894,-0.0,
AES,2013-12-31,15891000000,3247000000,1177000000,114000000,2471000000,2907000000.0,7739000000.0,40411000000.0,7653000000.0,18869000000.0,32760000000.0,7651000000.0,2715000000.0,-1926000000.0,18141000000.0,,-0.1240284438564577,,0.2043294946825247,0.0740670819960984,0.0071738720030205,0.15549682210056,0.1708514253350953,0.0496507457051161,0.1212006796299792,0.0,,0.4669273217688253,2.466213566854006,0.0719358590482789,1.0112374232327193,0.3932345153547301,2014-03-31,2014-03-31,9.186956405639648,-0.0081577735142941,0.0669875050257906,0.1560174825464344,-0.051093490933737,0.2119660022067873,-0.0638718545609322,-0.0083083560061754,-0.0061581047261182,0.0927430095558889,2014-06-30,0.0018946931774228,2014-09-29,-0.0832336262986568,2015-03-31,10319391744.0,mid_cap,,,,,,,,,,,,23.815789473684205,6.921052631578948,-0.0643636633589864,,,7.636179684338328,6.45973290165925,2.6191107106894895,-0.3624686046396806,0.0,-0.177254821714037,-0.091770412247005,-0.055446003031197,-0.32534545640663426,0.04495641698028119,0.00036674426773929944,
AFL,2013-12-31,23939000000,8598000000,5109000000,3158000000,5109000000,2543000000.0,4506000000.0,121307000000.0,89402000000.0,4897000000.0,106687000000.0,14620000000.0,10547000000.0,0.0,25364000000.0,,-0.0561819902223623,,0.3591628723004302,0.2134174359831237,0.1319186265090438,0.2134174359831237,0.4405781360959104,0.4405781360959104,0.0,0.0,,0.0403686514380868,0.3349521203830369,0.0209633409448753,0.0504015570121473,0.1973422803300716,2014-03-31,2014-03-31,23.728837966918945,-0.057011819088091,0.0250056746815277,0.237686552166956,-0.093075321278,0.1513544089402373,-0.057011819088091,-0.0014048685704611,-0.024752556534327,-0.0065507330951642,2014-06-30,-0.0610958588090986,2014-09-29,0.0412362764448592,2015-03-31,59454525440.0,large_cap,,,,,,,,,,,,3.3397720075997466,3.3397720075997466,-0.06091157146743387,,,0.9585045997259732,0.4607555294578211,20.86583622626099,0.40347998826414655,0.0,-0.10940836807994161,0.04757994174002031,0.3354813873595973,0.44060313649719296,-0.02266830875557514,-0.001292361517805839,
AIG,2013-12-31,68678000000,26117000000,16411000000,9085000000,21124000000,46481000000.0,86154000000.0,541329000000.0,271252000000.0,41693000000.0,440248000000.0,101081000000.0,5865000000.0,0.0,65656000000.0,,0.0460277811624223,,0.3802818952211771,0.2389557063397303,0.1322839919624916,0.3075803022802061,0.0853985264567984,0.0853985264567984,0.0,0.0,,0.0770197052069998,0.4124711864742137,0.0858646035959647,0.3176160913099258,0.1268692421798943,2014-03-31,2014-03-31,37.91852188110352,-0.0204717114165089,0.0220407680641596,0.3166523501116294,-0.096040227895368,0.1954113420160491,-0.039980031039005,0.0010144876491088,0.0039307046873468,0.0938700596260826,2014-06-30,0.0881114731794296,2014-09-29,0.1055616772163454,2015-03-31,40353996800.0,mid_cap,,,,,,,,,,,,0.6455696202531646,0.6455696202531646,0.005948323477958875,,,1.97372656693808,-0.2266616171179694,10.133115870769673,-0.23732253573289785,0.0,-0.007198596695157003,0.07311821209662689,-0.019698222279514704,-0.20019938749985147,-0.010923429739624969,-0.00022362130130811333,
AIZ,2013-12-31,9048000000,5372000000,867000000,489000000,976000000,2188000000.0,9165000000.0,29715000000.0,20898000000.0,1733000000.0,24881000000.0,4833000000.0,1027560000.0,-50900000.0,8508000000.0,,0.0634696755994357,,0.5937223695844386,0.0958222811671087,0.0540450928381962,0.1078691423519009,0.1135676392572944,0.1079420866489832,0.0056255526083112,0.0,,0.0583207134443883,0.3585764535485206,0.0736328453642941,0.4385587137525122,0.3044926804644119,2014-03-31,2014-03-31,51.38212966918945,-0.0130819325237433,0.2056845365010586,0.4695274857861484,0.0876035405415309,0.1842575505550733,-0.0544394256878919,0.0130547308075424,0.0068510492231371,0.0131923809888654,2014-06-30,0.0030963990765222,2014-09-29,-0.0387922595888182,2015-03-31,12615323648.0,mid_cap,,,,,,,,,,,,2.1013496932515334,1.9972597137014312,-0.01812417970721857,,,1.7756147540983602,-0.466188524590165,11.263704558568957,-0.21227438523238745,0.0,0.010243297741856394,-0.0700152130759947,0.0028453379126700956,-0.17515123699934107,-0.013472986368769275,-0.0001762526985695529,
