date,daily_asset_abs_mom_126_top1,daily_asset_abs_mom_126_top2,daily_asset_abs_mom_252_top1,daily_asset_abs_mom_252_top2,daily_asset_abs_mom_252_top3,daily_sector_market_neutral_rs,daily_large_cap_5d_reversal,daily_large_cap_rsi_reversal,daily_large_cap_lowvol_trend,daily_large_cap_volume_thrust,daily_risk_off_tlt_gld,hourly_large_cap_vwap_fade_1h,hourly_sector_vwap_fade_1h,hourly_large_cap_rsi_fade_1h,hourly_sector_market_neutral_mom_1h,hourly_large_cap_opening_range_1h,hourly_large_cap_vwap_fade_2h,hourly_large_cap_rsi_fade_2h
2015-02-12,0.003561529338295566,-0.001054710668564618,-0.005308835396684695,-1.5592430250326244e-05,0.0010149410312797957,-0.004747724352052986,0.006639452226703976,0.0,0.0082823368796382,0.025903737799741675,0.0,,,,,,,
2015-02-13,0.003975548733790468,-0.002042454979441637,-0.010269132855413421,-0.003431200552618933,-0.003892865338042041,-0.008990834736935682,-0.0030128482119829094,0.0,-0.0013430719924417713,-0.007197705910560364,0.0,,,,,,,
2015-02-17,0.007210984323171354,0.0032360044678324405,-0.015054871598281117,-0.004308955049533075,-0.002562406021699705,-0.004892228329471783,0.0011050819459411999,0.0,0.005014542731414951,-0.001,0.0,,,,,,,
2015-02-18,0.0011232917356378547,0.0035801190737173405,-0.0008767082643621454,0.0035810875092590877,0.004308808915802321,0.0018880937482828695,-0.001,0.0,-0.0017737679109068412,0.0,0.0,,,,,,,
2015-02-19,0.0016827896744546766,-0.0029169641174288867,0.0016827896744546766,-0.004048713673833743,-0.004068202693713958,0.00013384119155040737,-0.009458892442964235,0.0,-0.0054904318531253035,-0.012212516166497767,0.0,,,,,,,
2015-02-20,0.010499814743536673,0.0061562458911416556,0.010499814743536673,0.0061562458911416556,0.005154720927824876,0.004765912742985843,0.0010005078419058375,0.008339372145496404,0.012559592558639957,0.006142409273146802,0.0,,,,,,,
2015-02-23,0.004572099854650569,0.0035813788736666265,0.004572099854650569,0.006929134731413526,0.006017998388371863,0.002635043739653852,0.0033263714344667844,-0.001,0.0069782702510214865,-0.016585006733533726,0.0,,,,,,,
2015-02-24,-0.001241600560501599,0.0013824885442151925,-0.001241600560501599,0.0060116593166991165,0.005000212918685151,0.0012673042327913727,0.0036661402433754266,0.0,0.0031933995863175748,-0.010333500780302927,0.0,,,,,,,
2015-02-25,-0.00041391672550494807,-0.0020998864001277678,0.002318950044899905,0.001956981585397325,-0.00014239305690098953,-4.812680626641052e-05,-0.0051982852300359655,0.0,-0.00438372029458085,-0.005768419616628216,0.0,,,,,,,
2015-02-26,0.0027625946522227274,-0.006615996440495019,-0.013668181101366583,-0.005489161494620649,-0.0027944017786038244,0.005085841293791199,0.011771922580101565,-0.006628100951302839,0.009460152579239683,-0.001,0.0,,,,,,,
2015-02-27,-0.004821616619533509,-0.0009735041556434892,-0.006821616619533509,0.0017516704663426705,-0.000779533297064329,0.002142368600101664,-0.0012998274600503454,-0.00044839960464515376,-0.005476866148903464,-0.013416280585398083,0.0,,,,,,,
2015-03-02,0.008998141530753623,0.0049438905506006105,0.008998141530753623,-0.004765109917239696,-0.0029712442229554853,0.0026868416345289746,0.011491345946061406,0.0003572865865550945,0.013314227173425517,-0.003211060264520356,0.0,,,,,,,
2015-03-03,-0.009054937589576761,-0.006087431199029672,-0.009054937589576761,-0.008864709296289474,-0.006879458823182414,-0.00468970295081903,-0.0076202140038919945,-0.001,-0.0071548366268424516,-0.023571202484723643,0.0,,,,,,,
2015-03-04,0.004845583743272597,-0.0015343168863594723,0.004845583743272597,0.0004143977959062171,-0.0025396088768556194,0.0005370720477774426,-0.002340864194787451,-0.010476097684097185,0.00012461773288578026,-0.001,0.0,,,,,,,
2015-03-05,0.003582003613296525,0.002042181506641359,0.003582003613296525,0.00017631362888684342,-0.0004107173818025454,-0.0019129288409545574,0.0042814692711832915,-0.0033350339838751335,0.007079952424407665,0.009034062136229488,0.0,,,,,,,
2015-03-06,-0.01963161601680341,-0.01560626963196874,-0.01963161601680341,-0.020848877923298734,-0.02111070351203715,0.004225090313123536,-0.014314015277018635,-0.01090219999065678,-0.016665416949952657,-0.012783223964406785,0.0,,,,,,,
2015-03-09,0.006161244053540793,0.005912281241793025,0.006161244053540793,0.007671778217985983,0.005857195910942104,0.0030733706992524612,0.005552352346468405,-0.001351553589780119,0.008635406669319822,-0.001,0.0,,,,,,,
2015-03-10,-0.011134007214443908,-0.013464411454915476,-0.011134007214443908,0.0008519906895297806,-0.006484954941697872,-0.0010877907679832093,-0.019787764671962027,-0.01906693793768094,-0.01882664470869535,0.0,0.0,,,,,,,
2015-03-11,-0.0005631331332617284,0.002251451283587621,0.005285169438985939,0.0033032581793186054,-2.173161961129175e-05,-0.0006471155797553818,-0.004044103731384091,0.010305787635576878,-0.005957177298489404,-0.006217509191324798,0.0,,,,,,,
2015-03-12,0.01323766048402586,0.006344493946135695,-0.0007075411174262136,0.006344493946135695,0.00640176964543028,-0.0015620731310161636,0.01932842696074507,0.018469203826478653,0.01612602464998709,-0.001,0.0,,,,,,,
2015-03-13,-0.0019464394353909675,-0.002509901000948235,-0.003946439435390968,-0.002509901000948235,-0.0035304235776907693,-0.002370596576687559,-0.01464972562541547,-0.02212702378069109,-0.008287914256897606,0.0,0.0,,,,,,,
2015-03-16,0.022142667371567892,0.015962388527117195,0.022142667371567892,0.015962388527117195,0.014545702104127046,0.001625678044492877,0.008683098193160845,-0.008405387418346082,0.012650276326293418,0.0,0.0,,,,,,,
2015-03-17,-0.0028613561576699142,0.0026983231579022653,-0.0028613561576699142,0.0026983231579022653,0.0018521353865227383,-0.0010640416844340142,-0.0029991812533964207,-0.0002037388368042257,-0.003205073371344665,0.0,0.0,,,,,,,
2015-03-18,0.012979911777098563,0.016120481228786183,0.012979911777098563,0.016120481228786183,0.015242972570724158,-0.0057885349607178895,0.007588447806813164,0.008002914492658735,0.007707897682596888,0.0,0.0,,,,,,,
2015-03-19,-0.007095558769389941,0.0004263799064982253,0.005800201408173944,0.0004263799064982253,-0.0006948225207338495,0.000985562817485418,-0.0031221835940437445,0.003463450324590513,0.0019374551138945926,0.008246244377445255,0.0,,,,,,,
2015-03-20,0.005274695435034671,0.0062697844846344416,0.007234515137965358,0.0062697844846344416,0.006334159999179457,-0.0030637203218733594,0.012201573946115152,0.007266817861149466,0.005511194991221791,0.018695613246166,0.0,,,,,,,
2015-03-23,-0.0012167845668031863,-0.0020371509807800407,-0.002803929349704082,-0.0020371509807800407,-0.001328786434950286,-0.001635831264340262,-0.00192915848984527,-0.007704745162576687,-0.0035093399377589475,-0.0027693941799531623,0.0,,,,,,,
2015-03-24,0.009668741370576273,0.00011065974917492687,-0.008702415375894668,0.00011065974917492687,-0.0011057922993094103,0.0022820952318121836,-0.007290077803485824,0.031247081826813128,-0.0032670394902962613,-0.001,0.0,,,,,,,
2015-03-25,-0.008445423004862174,-0.013504423677779126,-0.01823339311738148,-0.013504423677779126,-0.017843919165476556,-0.007057641309625266,-0.023313274148975372,-0.03771565421117695,-0.022273941454861154,-0.01924989211335293,0.0,,,,,,,
2015-03-26,-0.015588753030570723,-0.008804044505030443,-0.0023386480457751047,-0.008804044505030443,-0.008617821925489823,-0.0022251009242867303,-0.0026280760378904655,-0.0037142888548836756,-0.0031817917395960543,-0.001,0.0,,,,,,,
2015-03-27,0.01243688478298366,0.00967431976689465,0.007170440022370439,0.00967431976689465,0.008088131900295954,0.002438538327928163,0.008120930636806906,0.007177810244556495,0.004123918600011362,0.0,0.0,,,,,,,
2015-03-30,0.008131163752630234,0.0029337304241085394,0.010131163752630234,0.0029337304241085394,0.005471706403509365,-0.004181775468620984,0.008347497636554083,-0.001,0.011235737148005987,0.0,0.0,,,,,,,
2015-03-31,-0.017348241184807378,-0.008046720240888094,-0.017348241184807378,-0.008046720240888094,-0.006775909686837871,-0.0026683943599175534,-0.013440576511425177,-0.02615147536841711,-0.013097198517254565,0.0,0.0,,,,,,,
2015-04-01,-0.010069478651671515,0.0011642508333354219,-0.010069478651671515,0.0011642508333354219,-0.0007698685219371408,0.00010399955506904942,-0.0046616586187875715,0.0038219958491882977,-0.005832775929081651,0.0,0.0,,,,,,,
2015-04-02,-0.01259609221065494,-0.0013596416665815378,-0.01259609221065494,-0.003548367599270251,-0.00033614496858897934,-0.0016113081721631404,0.0024503638584134394,0.0015468910323223595,0.003573937934910227,0.0,0.0,,,,,,,
2015-04-06,0.0027559025996424253,0.00218278387944973,-0.005584259784992218,-0.0018910117326032937,0.0019343491464992738,-0.004657180581087837,0.0025836227888917547,0.028154797882641178,0.004264200568296021,0.0,0.0,,,,,,,
2015-04-07,-0.005523006433395872,-0.0016538462243172979,0.008385007643560538,0.0052519171629504535,0.0014139916670643795,0.002576648249518594,0.0003528591085906542,-0.001,-1.2031597076533201e-06,-0.0002614306565723581,0.0,,,,,,,
2015-04-08,0.009388010567402238,0.008914553862925808,0.006440472430934376,0.004507299781438967,0.005471238552813957,0.004688584656471402,0.0034540914155808057,0.0,0.0075278375740205445,-0.001,0.0,,,,,,,
2015-04-09,0.0009167412857988833,0.004104147168626411,0.0075471274036296165,-0.0025037491582171802,-0.0012907283716397557,0.004129531091386421,0.0003073226641487814,0.0,-0.001543183317133809,0.0,0.0,,,,,,,
2015-04-10,0.0034031435141264055,0.005910521282671687,0.008579747409344973,0.005164886990222199,0.0045362569178698684,-0.0014725944769369782,0.003577306265664328,0.0,0.0023455903069793966,0.0,0.0,,,,,,,
2015-04-13,-0.005477669805462382,-0.005440527597427984,-0.005401042929335853,-0.0021771698014544966,-0.003355288000460671,0.0004700611264339355,-0.005303121620364928,0.0,-0.0053757696312663325,0.0,0.0,,,,,,,
2015-04-14,-0.0005254055721212181,0.0005144562310868868,0.001628720441317233,-0.0005131920815528964,0.0025239522595815428,0.0003611223113528516,-0.0013104301741693075,-0.005079133684003129,-0.00020105584429192517,0.007489856753576053,0.0,,,,,,,
2015-04-15,0.0,0.0012423630283923434,0.0025750481542439196,0.0012423630283923434,0.0006059662800125032,0.0012941440188247162,0.0022809080215044804,0.014131849596027748,-0.0007172989471298391,0.00903240881348212,0.0,,,,,,,
2015-04-16,0.0019680874795906522,0.0007531033170107568,-0.0005402607119798786,0.0007531033170107568,-0.0009927336890886418,0.0024232958098784813,0.0014804693339164324,0.0025837074713408476,-6.062942495368613e-05,0.03369307038401681,0.0,,,,,,,
2015-04-17,-0.01065732303844624,-0.011865457385660515,-0.00865732303844624,-0.011865457385660515,-0.0047968588413005225,-0.006389336092658927,-0.016893711836797453,-0.01983383360730051,-0.017307689465373047,0.01531537917384582,0.0,,,,,,,
2015-04-20,0.006140100166978302,0.008670789409029392,0.006140100166978302,-0.0020399098234882393,0.0033280509820027937,0.0016422268912318224,0.007804582672528734,0.01580817186536239,0.006808209143337793,-0.007278526513022077,0.0,,,,,,,
2015-04-21,0.006645567970819499,0.0037672129453526063,0.006645567970819499,0.0013651547789387728,0.0012501395439738292,-0.00011653352111149111,0.00329654223818529,0.004259753242952897,0.003199171580935372,-0.012248998653654919,0.0,,,,,,,
2015-04-22,0.001616336799665552,0.0012527750939790609,0.001616336799665552,-0.006423476795169058,-0.00379978819517459,0.005150036230235631,0.00849210594387206,-0.001,0.014620717886452358,-0.001,0.0,,,,,,,
2015-04-23,0.0037658177329940035,0.0043937201483060144,0.0037658177329940035,0.003364226350247395,0.0036182357161930103,-0.0005508639631347725,0.0016830444803448657,0.0,-0.0001271728592033708,-0.005106481690222385,0.0,,,,,,,
2015-04-24,-0.00321583900646194,0.0055215796818775,-0.00321583900646194,0.0016793854937139471,0.006533841127099468,0.003057738361701984,-0.007467163870976803,0.0,-0.0018970755923897612,-0.001,0.0,,,,,,,
2015-04-27,-0.010759259579598111,-0.013311586482628845,-0.018147484454793195,-0.014334255065358367,-0.008105478253166059,-0.00777040830689799,-0.005263373579845852,0.0,-0.00592147429614867,-0.009653775531981964,0.0,,,,,,,
2015-04-28,-0.0035089132347454477,0.000515291845596252,0.004928765685547232,0.00304107556975133,0.0014046654193022607,-0.0025551449561127346,-0.0023891712412553246,-0.003382040768567517,-0.004886603045590583,-0.0024754683385111885,0.0,,,,,,,
2015-04-29,-0.00678153291000716,-0.007903450548448635,-0.009127959684574583,-0.008946923711733765,-0.006873957809419645,0.0012864463631474935,0.002041574376587401,-0.013431508979920367,-0.007959850587798382,-0.0034443415374945424,0.0,,,,,,,
2015-04-30,-0.011160492521072984,-0.012527177432525542,-0.014024798441649944,-0.012527177432525542,-0.013006268137594378,-0.0008805855622169317,-0.009954899887347188,-0.002911518273634904,-0.013911433394404255,-0.026514282455057825,0.0,,,,,,,
2015-05-01,0.013809567734331729,0.013668568547544209,0.013526501617977305,0.013668568547544209,0.013167203256609623,0.005956962653581705,0.01591461424741142,0.022007338680655786,0.014949628476034241,0.0021314064710848688,0.0,,,,,,,
2015-05-04,0.0020954880037089563,0.004103693212282895,0.006329316735095736,0.004103693212282895,0.003013060218597219,-0.0010631945855405812,0.0009672873712075849,0.0026551783136714597,-6.088405681457765e-05,-0.025165225832027266,0.0,,,,,,,
2015-05-05,-0.01045609312836604,-0.011465144535586622,-0.012578391296672153,-0.011465144535586622,-0.01286757461640228,-0.0036812219081441377,-0.008818699631332909,-0.001,-0.014843796579286245,-0.001,0.0,,,,,,,
2015-05-06,-0.004094740940041697,-0.004017535170229136,-0.003876883971613898,-0.004017535170229136,-0.005530741234594936,0.001954327730383596,-0.003541573519718858,0.0,-0.0010366183614767444,0.013295478263034899,0.0,,,,,,,
2015-05-07,0.005172522054030182,0.0049580670512858705,0.004725803298153197,0.0049580670512858705,0.005757224187360874,-0.00039708897755122386,0.01075216739737604,0.010190750461730125,0.009325746551343219,-0.001,0.0,,,,,,,
2015-05-08,0.01068740369246246,0.013266734916714871,0.01618707950663789,0.013266734916714871,0.013634502285319752,0.0037861076687431133,0.008830975090625583,-0.001,0.018342900395180092,-0.001802367109835278,0.0,,,,,,,
2015-05-11,-0.0044386887157426,-0.0020955031380218004,0.000544708386029713,-0.0020955031380218004,-0.0030947983263320943,0.004950170343148904,-0.0038266917964373524,0.0,-0.005221925009814311,-0.008477679857506469,0.0,,,,,,,
2015-05-12,-0.0018356316166606712,-0.004009105708281845,-0.006395905206093899,-0.004009105708281845,-0.004458974240462828,-0.004216460026531919,-0.0010342482421662538,0.0,-0.0036017209864837975,-0.001,0.0,,,,,,,
2015-05-13,-0.006306024304028157,-0.0027853332793128364,0.0010962084934162952,-0.0027853332793128364,-0.0004830962016898348,0.0007461671419109696,-0.0008916012090036253,0.0,-0.0018346839233951155,0.0,0.0,,,,,,,
2015-05-14,0.0044947958080590045,0.008942623606624943,0.013816481418505555,0.008942623606624943,0.011308289045714147,0.0019910285560924335,0.0038682914713161235,0.0,0.012831379068134929,0.0,0.0,,,,,,,
2015-05-15,0.008028734226419365,0.005193307152409926,0.0020240946538376825,0.005193307152409926,0.002437841059671671,-0.007951565025826147,0.0074532415233174235,-0.005934332623756532,0.007228381351127932,-0.012675077736046592,0.0,,,,,,,
2015-05-18,0.003786493894348819,0.004791013857140928,0.005925387816315242,0.004791013857140928,0.004808957777843016,0.007726771332461504,-0.0012344201857711903,-0.001,0.0061807288901355156,0.005533631154481135,0.0,,,,,,,
2015-05-19,-0.00026021421990096716,0.0020689550669233184,0.004685583366031976,0.0020689550669233184,0.0005632475693614961,0.0050376262669324726,-0.00028636314015550784,0.0,-0.0019710086683156353,-0.001,0.0,,,,,,,
2015-05-20,-0.0006681150798319973,6.468149685425384e-06,0.0013318849201680028,6.468149685425384e-06,0.0002304370780763913,-0.0015353039853985301,-0.0041494667445460395,0.0,-0.0015400677322952474,0.0,0.0,,,,,,,
2015-05-21,0.0001331574623828491,0.002130991359552979,0.0001331574623828491,0.002130991359552979,0.002865569746345693,-0.004836737492842105,0.014827302610804045,0.0,0.002127217752644855,0.0,0.0,,,,,,,
2015-05-22,-0.003686552912581907,-0.0020236181919220074,-0.0023947497530034667,-0.0020236181919220074,-0.0015889548971832952,-0.0004948316971345585,0.002270347353691899,0.0,0.00040627519700579785,0.0,0.0,,,,,,,
2015-05-26,-0.007148185073001745,-0.008559817855969471,-0.010136257892987777,-0.008559817855969471,-0.01048119663444174,-0.007987748223179283,-0.006861712899536295,0.0,-0.010151597105958325,-0.0031782546291830582,0.0,,,,,,,
2015-05-27,0.007461082046773537,0.009399322036650556,0.011587511946770546,0.009399322036650556,0.012448964365237694,0.0026314849580943893,0.014367757252375078,0.0,0.01456801507880074,0.0053873304347080014,0.0,,,,,,,
2015-05-28,-0.0016889637849253347,-0.0005949846341461299,0.0006651889700395319,-0.0005949846341461299,-0.001065741633938187,-7.730014029240495e-05,0.0004960950543261582,0.0,0.0012550152211496747,0.004289909843050223,0.0,,,,,,,
2015-05-29,-0.004527864857678419,-0.004856545682427163,-0.002527864857678419,-0.004856545682427163,-0.005641819640800203,-0.0023540649263823427,-0.007353722819921558,0.0,0.007164491210694405,0.03996370262627047,0.0,,,,,,,
2015-06-01,0.0040025572894442085,0.003404527526183573,0.0040025572894442085,0.003404527526183573,0.003201696576273866,0.0027128608447749853,0.002476963404908061,0.0,0.0008861583469118273,-0.007886870351031056,0.0,,,,,,,
2015-06-02,-0.006512532296300222,-0.0018579371853504095,-0.006512532296300222,-0.0018579371853504095,-0.0019263492822784636,-0.0010237672175612167,-0.0018559455663085637,0.006482886806299049,-0.0055403127695701155,-0.01837056911425287,0.0,,,,,,,
2015-06-03,0.001872894737953601,0.005040272124053368,0.001872894737953601,0.005040272124053368,0.004101120903833617,0.004564718405341147,0.002757434187695587,-0.001,0.0059025895389925856,-0.001,0.0,,,,,,,
2015-06-04,-0.009115817840141925,-0.007037685667763629,-0.006943217407349045,-0.007037685667763629,-0.007723004570862012,-0.007881292129262578,-0.0106160135773386,0.0,-0.009465409301358816,0.0,0.0,,,,,,,
2015-06-05,-0.002866793541284718,-0.0017118254096613434,-0.00040366198510644047,-0.0017118254096613434,-0.002198768493755602,0.00668690943689489,-0.0009755084728822665,0.0012900962123578094,0.0037026798487596302,0.0,0.0,,,,,,,
2015-06-08,-0.00705726368645565,-0.006080489658625768,-0.004977369243578167,-0.006080489658625768,-0.007678790315324255,-0.0023327459288361666,-0.002880726392864459,-0.010106195321755967,-0.007788502318281062,0.0,0.0,,,,,,,
2015-06-09,-0.0010527333055611043,-0.0006812658765046296,-0.0002698829272232972,-0.0006812658765046296,-0.0012047700900475913,0.0007077117690835899,0.000609376019578272,0.0005033498887816478,0.003069349835221782,0.0,0.0,,,,,,,
2015-06-10,0.010276781152410708,0.011224099552884928,0.012305417442719957,0.011224099552884928,0.012591499474791799,0.00830552173771205,0.015082636963656184,0.01911083834239548,0.014765449222447602,0.003953930411477403,0.0,,,,,,,
2015-06-11,0.003390822585157327,0.004996601174492192,0.0068128149107760105,0.004996601174492192,0.003574745323724269,-0.007964063423719992,-0.0008806879058346018,-0.001,0.006379427057977338,0.024747613896193347,0.0,,,,,,,
2015-06-12,-0.004549078979328103,-0.00814636385071529,-0.012338753034801475,-0.00814636385071529,-0.00836233675382018,-0.004385524268488244,-0.009401086512250398,0.0,-0.010859626033843418,-0.028121566026839132,0.0,,,,,,,
2015-06-15,-0.0047002426435639455,-0.0020391308091292546,0.0012084331422685946,-0.0020391308091292546,-0.00327960105619454,-0.002161268999953972,-0.0018327289780931733,-0.0029659583180295926,0.0001912273345593853,-0.001543588794315487,0.0,,,,,,,
2015-06-16,0.0060340397305973514,0.005521634439008258,0.0049646192526200394,0.005521634439008258,0.005841458865926185,-0.00258177514010985,0.00769748434369148,-0.001,0.008655782802054503,-0.001,0.0,,,,,,,
2015-06-17,0.004563909777811848,0.0028883004164025014,0.0009345413013739368,0.0028883004164025014,0.002161715607481986,0.0006250705643506381,0.011870715689085798,-0.000506450633210783,-0.005154337660074153,-0.01589082374227857,0.0,,,,,,,
2015-06-18,0.012071929211387111,0.013026002546001262,0.014138752526270393,0.013026002546001262,0.011782962048067187,0.0033877332147563143,0.008996452190211605,0.0032524203723493764,0.00918146770434912,-0.001,0.0,,,,,,,
2015-06-19,-0.0035126910412853762,-0.0022432126993598748,-0.0007787446287533806,-0.0022432126993598748,-0.004095641028073366,-0.008641592327607674,-0.007736345862132644,-0.001,-0.007233257476511813,0.0,0.0,,,,,,,
2015-06-22,0.005552458915227598,0.006581958820283381,0.0077930938491637125,0.006581958820283381,0.007073010474050781,0.007191734468591478,0.009252549250497295,0.006978116502996624,0.004410606835904618,0.0,0.0,,,,,,,
2015-06-23,0.0039798250930720425,0.003049444614079939,0.0019658231010211136,0.003049444614079939,0.00234364618433376,0.0037125044964899695,-0.004636045836485296,-0.001,0.00578951091582865,-0.02671184859980469,0.0,,,,,,,
2015-06-24,-0.006906165264216502,-0.008376478306097137,-0.01007173278704776,-0.008376478306097137,-0.007265960469699136,-0.006714982002309883,-0.002228680087797293,0.0,-0.009799983453316917,0.00915144738085494,0.0,,,,,,,
2015-06-25,-0.000772663450035127,0.0021391325356022836,0.005549867436670519,0.0021391325356022836,0.0007474936191421065,0.0013836463876372206,0.006399530932853209,0.0,0.0036717962087010865,-0.009903197102827055,0.0,,,,,,,
2015-06-26,-0.0034457354280198454,0.0014946238505559486,-0.0014457354280198453,0.0014946238505559486,-0.001553093383496049,0.0028671763136752784,-0.007676383941548086,0.0,-0.002496291496642239,-0.001,0.0,,,,,,,
2015-06-29,-0.02447699231849154,-0.023460123755568458,-0.02447699231849154,-0.023460123755568458,-0.022807456513650175,-0.019611126407196942,-0.023600032180392437,0.0,-0.020199503464971028,-0.022086855899489027,0.0,,,,,,,
2015-06-30,0.0035074018358067782,0.004018843334219822,0.0035074018358067782,0.004018843334219822,0.003058449940671583,0.0032960253614374357,0.005891630957782309,0.0059691291856963655,0.008681800378426478,-0.0009999999999999998,0.0,,,,,,,
2015-07-01,0.010754031428580557,0.011064790984147643,0.010754031428580557,0.011064790984147643,0.009731536002638486,0.007263825578357448,0.010350459113804233,-0.002161989947466426,0.01019738988264953,-0.009861121933930073,0.0,,,,,,,
2015-07-02,-0.004654656202640384,-0.0032376866903293046,-0.004654656202640384,-0.0032376866903293046,-0.003076792909412492,-0.0047039435775274455,0.00203922430783485,-0.003124611694388711,0.004596555870716502,-0.001,0.0,,,,,,,
2015-07-06,-0.000400968588031847,-0.0012222511144307493,-0.000400968588031847,-0.0012222511144307493,-0.0010737074414210086,-0.0066140080674328364,-0.004995623669112921,-0.010673602398823069,-0.002712055843869183,-0.002071274437521974,0.0,,,,,,,
2015-07-07,0.004811907418279748,0.006864948971262898,0.004811907418279748,0.006864948971262898,0.006743331582764197,-0.0048682557708165175,-0.0012189211611132649,-0.0121336904761683,-0.005804484521453405,-0.001,0.0,,,,,,,
2015-07-08,-0.02104260130086244,-0.018156270396996715,-0.017160686900630107,-0.018156270396996715,-0.01633565727956476,-0.00836131430454818,-0.017676401357992394,-0.03605856823276388,-0.022107680999401462,-0.008104576598181625,0.0,,,,,,,
2015-07-09,0.004197233508536957,0.004768798954377322,0.0054139477756913745,0.004768798954377322,0.003303902878400564,0.004092516316514759,-0.0020585737215219548,0.006214437998787627,0.0007591195392806716,-0.001,0.0,,,,,,,
2015-07-10,0.014498230928005063,0.014001878145836807,0.01346272359577938,0.014001878145836807,0.013158016994998691,0.00596889743984515,0.018456363527535116,0.00760340384274441,0.017094369755368932,0.0,0.0,,,,,,,
2015-07-13,0.014420627278339593,0.011569481129643957,0.008501294728712638,0.011569481129643957,0.010749239896749025,0.003155682200202789,0.011600071322340701,0.005639718825211616,0.011917727667426716,0.0,0.0,,,,,,,
2015-07-14,0.0012689939324186383,0.005498984899848851,0.010011051316548114,0.005498984899848851,0.004059641734614638,0.00025100639486332413,0.008817870045967758,0.009049170965766795,0.007088432663846735,-0.008080163645291849,0.0,,,,,,,
2015-07-15,-0.001014495859079645,9.867139634447035e-05,0.0013037366171353426,9.867139634447035e-05,-0.0009100869866131071,0.0025950304606146782,0.0003217646358606205,-0.005551810673552369,-0.005690025128854505,-0.005565833587253431,0.0,,,,,,,
2015-07-16,0.0060908701513717745,0.005414259249644289,0.00468933622612,0.005414259249644289,0.007222772965331244,0.002267625831995252,0.0071457377916284166,-0.001,0.02243831185386268,0.17816922981831507,0.0,,,,,,,
2015-07-17,-0.0017656270984746092,-0.001978469395086516,-0.002204151948872801,-0.001978469395086516,-0.0014749863712405192,0.0021728449788912863,0.0022942433480694913,0.0,0.02532218592310708,0.060715835842358346,0.0,,,,,,,
2015-07-20,0.0005050938700532637,0.0018032380360214536,0.003247772673211635,0.0018032380360214536,0.0017996378433962107,0.008037215526140697,0.005722900148040111,0.0,0.00998695395017726,0.012411846118789666,0.0,,,,,,,
2015-07-21,-0.003156678734472229,-0.0037538215678516937,-0.004402676681922513,-0.0037538215678516937,-0.00325799395542056,-0.0017767401637484833,-0.009504385680310206,0.0,-0.009626152556320672,-0.0018436210183932016,0.0,,,,,,,
2015-07-22,0.004813493696162574,0.003575437318067377,0.0022111322919027288,0.003575437318067377,0.0030721627419390504,0.004489466391569263,0.0013359945226590778,0.0,-0.005285661264267249,-0.023842540851448206,0.0,,,,,,,
2015-07-23,-0.005925245111959465,-0.00817123838757575,-0.003634164268864759,-0.00483647207007392,-0.0044537055720385915,-0.0009680540768851275,-0.0033502790292558138,0.0,-0.011455204298057114,-0.030856392459295785,0.0,,,,,,,
2015-07-24,0.0,-0.012873451367171659,-0.025009366826300505,-0.011913833243777155,-0.009605072897745518,-0.00015316133544257356,-0.008849918727335466,-0.010006936545004508,0.007716518461354186,-0.02958218631937748,0.0,,,,,,,
2015-07-27,-0.007482589360288561,-0.008286438087176782,-0.0009355493777200019,-0.004562913596184215,-0.003105100922537188,0.00229825743498521,-0.01552533055934364,-0.012659515366706175,-0.01700961565129622,-0.0077014123268428205,0.0,,,,,,,
2015-07-28,0.007794803398613714,0.011586270536458117,0.018053126549390175,0.012509177478061686,0.012056114507866682,-0.004465810937369211,0.018966329734749515,0.01456433254243266,0.010338464313631389,-0.011282885391791139,0.0,,,,,,,
2015-07-29,0.010269602077942919,0.006361411570180894,0.0017075694098005467,0.006361411570180894,0.005273666832919497,-0.0017412167981122023,0.009942824713407785,-0.001,0.009551553607742706,0.005646082569271016,0.0,,,,,,,
2015-07-30,0.003639539554523674,0.001299988107647242,-0.0014422838323215892,0.001299988107647242,-0.0004247398492303806,0.001846095396867092,0.0014178607496291111,0.0,0.00629560138195699,0.0028679629065317975,0.0,,,,,,,
2015-07-31,0.003126855635003478,-0.0007303132745473553,0.005777527958151341,0.0043436194018985986,0.003480302429170545,0.005398934815532202,-0.007173259867812785,0.0,-0.005515016818766756,-0.001,0.0,,,,,,,
2015-08-03,-0.003366126746454312,-0.003115629530482628,-0.0007823042539609748,-0.0021901053401520054,-0.000898622750443772,0.006012124016182824,-0.00711939707555758,-0.005377813916876638,-0.003646169216632041,0.0,0.0,,,,,,,
2015-08-04,0.004252538676078332,0.0020603295916004675,-0.0005229573946723409,0.0020603295916004675,0.0013161529794216108,0.00038651249987475594,-0.004295993857274367,-0.001069762511412442,0.002244549884539507,0.0,0.0,,,,,,,
2015-08-05,-0.010835449423312049,-0.0020238063527284974,0.008366629175497797,-0.0020238063527284974,0.001842214342078912,0.0019224156245579427,0.015604611405947476,0.023488138209125875,0.008949787940812722,0.020130872772208153,0.0,,,,,,,
2015-08-06,-0.023781128236512905,-0.01739199992798296,-0.021781128236512903,-0.01739199992798296,-0.013824125267617803,-0.011064841368414234,-0.017560142263474163,-0.001,-0.013907411520395012,-0.001,0.0,,,,,,,
