date,xasset_abs_mom_252_top3,xasset_abs_mom_126_top2,xasset_carry_proxy_defensive,sector_mean_reversion_pairs,sector_market_neutral_trend,risk_off_inverse_equity,vol_regime_svxy_vixy,etf_short_term_reversal,credit_stress_rotation
2010-03-09,0.0,0.0,0.0,-0.0019216465727086328,0.0,0.0,0.0,0.0,0.004325428241598761
2010-03-10,0.0,0.0,0.0,-0.002237306964639706,0.0,0.0,0.0,0.0,0.0003395628319364796
2010-03-11,0.0,0.0,0.0,-0.000647607190560664,0.0,0.0,0.0,0.0,-0.0009061745774264773
2010-03-12,0.0,0.0,0.0,-0.004107321871892925,0.0,0.0,0.0,0.0,0.0002274855827602007
2010-03-15,0.0,0.0,0.0,0.002594892330598108,0.0,0.0,0.0,0.0,-0.0011343331186983718
2010-03-16,0.0,0.0,0.0,-0.0017724340198037318,0.0,0.0,0.0,0.0,0.003405553416353735
2010-03-17,0.0,0.0,0.0,-0.0007673652097186065,0.0,0.0,0.0,0.0,0.0
2010-03-18,0.0,0.0,0.0,-0.0012708308953197152,0.0,0.0,0.0,0.0,0.0014701325720452019
2010-03-19,0.0,0.0,0.0,-0.000561425362553555,0.0,0.0,0.0,0.0,-0.004969899894531449
2010-03-22,0.0,0.0,0.0,-0.003984315988689616,0.0,0.0,0.0,0.0,0.004767988162597936
2010-03-23,0.0,0.0,0.0,-0.002259968094999102,0.0,0.0,0.0,0.0,-0.00011359042596847946
2010-03-24,0.0,0.0,0.0,-0.002488993302464631,0.0,0.0,0.0,0.0,-0.0005645378888304853
2010-03-25,0.0,0.0,0.0,-0.006722966850820684,0.0,0.0,0.0,0.0,0.002375161269164483
2010-03-26,0.0,0.0,0.0,-0.0015798202020141285,0.0,0.0,0.0,0.0,-0.0003394348778235079
2010-03-29,0.0,0.0,0.0,0.005422316997849633,0.0,0.0,0.0,0.0,0.0012411816561730404
2010-03-30,0.0,0.0,0.0,0.0006422746273023705,0.0,0.0,0.0,0.0,-0.0010134846144513876
2010-03-31,0.0,0.0,0.0,0.0019220506857654772,0.0,0.0,0.0,0.0,-0.003159337006981011
2010-04-01,0.0,0.0,0.0,0.0025818704153229397,0.0,0.0,0.0,0.0,-0.002416505573553218
2010-04-05,0.0,0.0,0.0,-0.0020510992640219755,0.0,0.0,0.0,0.0,-0.00045727541556406237
2010-04-06,0.0,0.0,0.0,-0.0008701672085401327,0.0,0.0,0.0,0.0,0.0065170266164329416
2010-04-07,0.0,0.0,0.0,-0.001356597752476023,0.0,0.0,0.0,0.0,0.0014771438111287338
2010-04-08,0.0,0.0,0.0,-0.005003981027421495,0.0,0.0,0.0,0.0,0.0017009162504280084
2010-04-09,0.0,0.0,0.0,2.380633680746444e-05,0.0,0.0,0.0,0.0,0.0014727849454994058
2010-04-12,0.0,0.0,0.0,-0.0009583009353925235,0.0,0.0,0.0,0.0,0.00022545172946752956
2010-04-13,0.0,0.0,0.0,-0.002155837570091693,0.0,0.0,0.0,0.0,0.002713015197073565
2010-04-14,0.0,0.0,0.0,-0.009753089606852047,0.0,0.0,0.0,0.0,0.002706105294798089
2010-04-15,0.0,0.0,0.0,-0.002103574880166293,0.0,0.0,0.0,0.0,0.002698157844273963
2010-04-16,0.0,0.0,0.0,0.007646868874126638,0.0,0.0,0.0,0.0,-0.008073548767883798
2010-04-19,0.0,0.0,0.0,0.001589003976680155,0.0,0.0,0.0,0.0,-0.001921089385927166
2010-04-20,0.0,0.0,0.0,-0.0019125205971436206,0.0,0.0,0.0,0.0,0.01075970683879146
2010-04-21,0.0,0.0,0.0,-0.004522048864013308,0.0,0.0,0.0,0.0,0.0001121433843054298
2010-04-22,0.0,0.0,0.0,-0.007671939286654726,0.0,0.0,0.0,0.0,-0.002912833167865503
2010-04-23,0.0,0.0,0.0,0.0011346493490410373,0.0,0.0,0.0,0.0,0.0065176500104142665
2010-04-26,0.0,0.0,0.0,-0.004865331621873249,0.0,0.0,0.0,0.0,0.0
2010-04-27,0.0,0.0,0.0,0.00503228925502053,0.0,0.0,0.0,0.0,-0.01261601999458195
2010-04-28,0.0,0.0,0.0,0.002339934973418938,0.0,0.0,0.0,0.0,0.0006784067127605375
2010-04-29,0.0,0.0,0.0,-0.005226579680557711,0.0,0.0,0.0,0.0,0.006892009431909152
2010-04-30,0.0,0.0,0.0,0.007695418310118971,0.0,0.0,0.0,0.0,0.0032545462378110734
2010-05-03,0.0,0.0,0.0,-0.007789858120466154,0.0,0.0,0.0,0.0,-0.00011183589028418428
2010-05-04,0.0,0.0,0.0,0.006876960378729793,0.0,0.0,0.0,0.0,-0.01025458597130502
2010-05-05,0.0,0.0,0.0,0.004448941705305985,0.0,0.0,0.0,0.0,-0.013660924092701365
2010-05-06,0.0,0.0,0.0,0.00040233712294892145,0.0,0.0,0.0,0.0,0.02841644437788006
2010-05-07,0.0,0.0,0.0,0.004559812850716232,0.0,0.0,0.0,0.0,-0.008775888602335458
2010-05-10,0.0,0.0,0.0,0.022225741788368066,0.0,0.0,0.0,0.0,-0.015536486677789956
2010-05-11,0.0,0.0,0.0,-0.004297000468953724,0.0,0.0,0.0,0.0,0.0075319836441867455
2010-05-12,0.0,0.0,0.0,-0.0013712062185452037,0.0,0.0,0.0,0.0,-0.0027968407410322864
2010-05-13,0.0,0.0,0.0,0.0033783937799498473,0.0,0.0,0.0,0.0,0.0018579316716489935
2010-05-14,0.0,0.0,0.0,-0.00036928720449561395,0.0,0.0,0.0,0.0,0.010739596882736803
2010-05-17,0.0,0.0,0.0,-0.00029500400284423073,0.0,0.0,0.0,0.0,-0.005334496554389955
2010-05-18,0.0,0.0,0.0,-0.0021060375090104447,0.0,0.0,0.0,0.0,0.010351455162949696
2010-05-19,0.0,0.0,0.0,0.0022767301052959376,0.0,0.0,0.0,0.0,-0.006210003248047241
2010-05-20,0.0,0.0,0.0,-0.008116862393990306,0.0,0.0,0.0,0.0,0.011330713873949422
2010-05-21,0.0,0.0,0.0,0.009892085044087784,0.0,0.0,0.0,0.0,-0.0012117088989933465
2010-05-24,0.0,0.0,0.0,-0.006124792893205595,0.0,0.0,0.0,0.0,0.002674717210724358
2010-05-25,0.0,0.0,0.0,0.007715337879723273,0.0,0.0,0.0,0.0,0.004739276785409974
2010-05-26,0.0,0.0,0.0,-0.0003303202851083567,0.0,0.0,0.0,0.0,0.001464125597128285
2010-05-27,0.0,0.0,0.0,0.00746812161521646,0.0,0.0,0.0,0.0,-0.014097419742654011
2010-05-28,0.0,0.0,0.0,-0.0028448837238972263,0.0,0.008112603622900196,0.0,0.0035805220367540755,0.0035376071041265944
2010-06-01,0.0,0.0,0.0,-0.014579587180281415,0.0,-0.001,0.0,-0.001,0.007600676647162708
2010-06-02,0.0,0.0,0.0,0.0077508949999808,0.0,-0.024406278041567163,0.0,0.0,-0.006553730584446815
2010-06-03,0.0,0.0,0.0,-0.001086085035137663,0.0,-0.005811009872334844,0.0,-0.008296719297447352,-0.01006094985825376
2010-06-04,0.0,0.0,0.0,-0.003262618541290808,0.0,0.03387878184638006,0.0,0.026882359456849914,0.021123085853361624
2010-06-07,0.0,0.0,0.0,-0.004917018411740348,0.0,0.013484668872709682,0.0,-0.001,0.011739442149111268
2010-06-08,0.0,0.0,0.0,0.004012729689158979,0.0,-0.005950127087355001,0.0,0.0,-0.004644229225365299
2010-06-09,0.0,0.0,0.0,0.0001226399217787483,0.0,0.004812737550950125,0.0,0.0,-0.002001624367569421
2010-06-10,0.0,0.0,0.0,0.007076516749159149,0.0,-0.027453925675423096,0.0,0.0,-0.01622998602902618
2010-06-11,0.0,0.0,0.0,0.0038086714920150004,0.0,-0.003543142050452275,0.0,0.0,0.011302803315965448
2010-06-14,0.0,0.0,0.0,-0.005938240231367921,0.0,7.58499759466126e-05,-0.0005,0.0,-0.004531410108542633
2010-06-15,0.0,0.0,0.0,0.0019059570768357348,0.0,-0.021245170657266867,0.0,0.0,0.0013842310925457177
2010-06-16,0.0,0.0,0.0,-0.0032133148084197115,0.0,-0.0005513046047330161,0.0,0.0,0.00179499001482924
2010-06-17,0.0,0.0,0.0,-0.004365273038760717,0.0,-0.0005138516618744704,0.0,0.0,0.009857284441066195
2010-06-18,0.0,0.0,0.0,0.002079765916722828,0.0,-0.0011846253652350591,0.0,0.0,0.0016077678757407232
2010-06-21,0.0,0.0,0.0,0.004447514176965636,0.0,0.0038864548725280113,0.0,0.0,-0.008816377083450877
2010-06-22,0.0,0.0,0.0,0.0037862952490963523,0.0,0.013016937457247624,0.0,0.0,0.010822640200407142
2010-06-23,0.0,0.0,0.0,-0.0006210213415934049,0.0,0.003898791635845611,-0.0005,0.0,0.0029772365366365575
2010-06-24,0.0,0.0,0.0,-0.0020943297559835646,0.0,0.013133459716560042,0.0,0.0,-0.002851730941863812
2010-06-25,0.0,0.0,0.0,0.00797769883189139,0.0,-0.0014363739684950087,0.0,0.0,0.006848221346708894
2010-06-28,0.0,0.0,0.0,-0.008351775992157766,0.0,0.0043767974197056365,0.0,0.0,0.00134176784362603
2010-06-29,0.0,0.0,0.0,-0.005656619860663896,0.0,0.030009589455594055,0.0,0.0,0.007607017414534012
2010-06-30,0.0,0.0,0.0,-0.0016181941091314937,0.0,0.011752396136600209,0.0,0.0,0.005556004576086404
2010-07-01,0.0,0.0,0.0,0.002698849968082195,0.0,0.003160809226565342,0.0,0.0,-0.01232117236782778
2010-07-02,0.0,0.0,0.0,-0.003441247512066816,0.0,0.0021579856728380035,0.0,0.01138890069121501,-0.0008460218453630441
2010-07-06,0.0,0.0,0.0,-0.0033283548354074346,0.0,-0.003290539893984634,0.0,-0.016710235152637143,-0.0004955858405281122
2010-07-07,0.0,-0.00784455989409788,-0.00784455989409788,0.004748220317344585,-0.005177532293170992,-0.028477699722769367,0.0,0.01047121447372934,-0.003946839363505478
2010-07-08,0.0,-0.0040972365540755395,-0.0040972365540755395,-6.68735670509444e-05,-0.00013892131114501543,-0.008398804365744673,0.0,-0.004416922259692702,-0.005688361285137567
2010-07-09,0.0,-0.003960746129257326,-0.003960746129257326,0.0030242448453556,-0.0034409544047650613,-0.007488567848314203,0.0,0.009811462629993661,-0.0002784147626323677
2010-07-12,0.0,0.0007991999206451796,0.0007991999206451796,-0.002831440867402146,0.003253669579413652,-0.0019390978328424069,0.0,-0.0024036262723196016,-0.0032785913919820826
2010-07-13,0.0,-0.002360612513405759,-0.006468013436528492,0.007614182790957541,-0.003045725903959398,-0.01271016471834608,0.0,-0.001,-0.002528355332822979
2010-07-14,0.0,0.005753767170733847,0.00714552938824201,-0.0017036263684900312,-0.0011777035693340222,-0.0005290833668085916,0.0,0.00906863873857533,0.006367197594745089
2010-07-15,0.0,0.005957732895004674,0.007184700751652402,-0.002187225572740193,0.0012899112137205989,0.0006081665485940079,0.0,-0.001,0.006271727038296465
2010-07-16,0.0,-0.003544769748210448,0.005359776424160535,-0.005828288419048675,-0.0035232040272151267,0.025277524404895314,0.0,0.0,-0.0014430301073957816
2010-07-19,0.0,-0.005248107266954524,-0.004119812619793389,-0.00250749197257827,0.004014248580076832,-0.007271654695195984,0.0,0.0,-0.006817551910860792
2010-07-20,0.0,0.004223915464002369,0.0012215698040436674,0.002117390671452015,-0.003016801134519566,-0.00913246124046715,0.0,0.0,0.0037556143747911387
2010-07-21,0.0,0.00876154310445252,0.010713114490931694,9.644583028396172e-05,-0.0017003986027468029,0.012917260106496475,0.0,0.0,0.008613164513936934
2010-07-22,0.0,-0.009186273117261744,-0.00802236089795567,0.0058890200150735934,0.004338444404326299,-0.02140215372558828,0.0,0.0077181886019280785,-0.004466602857719482
2010-07-23,0.0,-0.0037063420322506445,-0.010130123482427575,-0.002703254567409131,0.005308789254458978,-0.008491625188792797,0.0,-0.001,-0.009202193327435392
2010-07-26,0.0,0.009648292766223657,-0.003073766285634676,0.003453642079562875,0.0006605566084770053,-0.008646471461698202,0.0,0.0,-0.002825885135001588
2010-07-27,0.0,-0.005440093571679471,-0.01271592296318127,0.0016842167738113862,-0.002879946054849606,-0.001047069070510198,0.0,0.0,-0.003350070608409082
2010-07-28,0.0,0.0006141370608694967,0.0026754494399338835,-0.003728919517010137,0.0012849930013086183,0.00642373030022696,0.0,0.0,-0.002140054465122665
2010-07-29,0.0,-0.004112428083562424,0.0011620375372213157,0.0018106639147962484,-0.00329778855488172,0.004483195014786518,0.0,-0.0013027566686067962,0.003047735412914143
2010-07-30,0.0,0.01103335236120415,0.009422928113884047,0.0009334372788299029,-0.00010965122052603428,0.001585605081154634,0.0,0.008499579478777887,0.011791762475759507
2010-08-02,0.0,0.008429502663405959,-0.00908920606330677,-0.0034055501966435684,0.002198268291436182,-0.020398236800584994,0.0,-0.001,0.003214912112906367
2010-08-03,0.0,-0.0021619669850965234,0.003808628175695933,0.011186324066984634,-0.005317052589757215,0.004889944176954597,0.0,0.0,0.0031147493002863583
2010-08-04,0.0,-0.0008513053901895457,-0.001,0.0016434767258924616,0.0007193618112291518,-0.001,0.0,0.0,-0.0025645927676767304
2010-08-05,0.0,-0.003816668926589492,0.0,-0.0030826331874560177,0.0009682476132890688,0.0,0.0,0.0,0.0018136772269993122
2010-08-06,0.0,-0.004555541964761352,0.0,0.0018072895375696048,-0.002003353569802963,0.0,0.0,0.0,-0.002226486826191197
2010-08-09,0.0,0.008954173140858971,0.0,-0.00042485178270530553,0.0006474707605173956,0.0,-0.001,0.0,-0.005709449287766037
2010-08-10,0.0,-0.011284958488508804,0.0,0.0014437750586894292,-0.0013014902080117855,0.0,0.0,0.0,0.002353048844444627
2010-08-11,0.0,-0.007043493574967604,0.0,-0.0018254763199541683,-0.0037567194064628876,0.0,0.0,0.0,0.007555327235554859
2010-08-12,0.0,-0.00690243546061298,0.0,-0.004409470692129721,-0.0025518294909615755,0.0,0.0,0.0007330790278227148,0.002660650399975711
2010-08-13,0.0,0.00751334788343527,0.006336507435593985,-0.002238853335117455,-0.0001741261481652381,0.0048877707834281805,-0.001,0.005437763522956329,0.00801863557472357
2010-08-16,0.0,0.015594830245048054,0.01853031733939785,-0.001395901527503156,0.000988193665384088,0.0033013446669934443,0.0,0.009341249811888996,0.01918570246186794
2010-08-17,0.0,0.002676915185732622,-0.006489667516417538,-0.0030552309506659495,-0.0006456085100808598,-0.01153630176082469,0.0,0.010472177907929536,-0.0036615913615766827
2010-08-18,0.0,0.0021431062605492867,0.0005828095318794799,0.002187642910144151,0.002458061347398498,-0.0015876474129251695,0.0,-0.001,0.0031195340708623284
2010-08-19,0.0,0.004014993395865667,0.009393137190315606,0.0007783756600274536,-0.00013530438941867563,0.01656980964285325,0.0,0.0,0.01063091989692766
2010-08-20,0.0,-0.0017130207284705335,-0.0023085438212807224,-0.0014464772227915927,0.0030036417234052394,0.001270904469353551,0.0,0.0,-0.001955810983834111
2010-08-23,0.0,-0.0010640143257850388,0.0007801961776151655,-0.001431165675575363,-0.0009619074421061663,-0.001,0.0,0.0,-0.00043174633063271516
2010-08-24,0.0,0.010992682919387767,0.010957369552324599,-0.00475426183595169,0.005695004790676289,0.015051277057305766,0.0,0.0,0.012113420897403493
2010-08-25,0.0,0.00022598286395037132,0.0009386683320604924,0.0014406125254380559,-0.002111883518972767,-0.005342851535657745,0.0,0.0,0.0007967316005679124
2010-08-26,0.0,0.004937475562750911,0.004620333344624834,-0.0009480824024704073,0.0013675585945085787,0.008854047413675504,0.0,0.0,0.004958669989842491
2010-08-27,0.0,-0.01796106217703948,-0.02034387966681309,0.003203397362994462,-0.0007938970130963295,-0.016145830197079696,0.0,0.0,-0.01826046975030591
2010-08-30,0.0,0.011164442721808252,0.01036054456081998,-0.0018384163489485073,2.5549959363483385e-05,0.013147562808792958,0.0,0.0,0.012173672905883852
2010-08-31,0.0,0.010116647087926698,0.0064110913825019674,-0.0011345182620763783,0.0009997494890736202,0.0026865965431432273,0.0,0.0,0.010590785738069897
2010-09-01,0.0,-0.0067836153277359345,-0.013438178867152786,0.004740020829328542,-0.004541451881291423,-0.028411307970082168,0.0,0.0,-0.014557885242018882
2010-09-02,0.0,-0.0028841962251632434,-0.007046424781609275,0.0013643224770831656,-0.003264001653663071,-0.010147233022370451,0.0,0.0,-0.005141885653537599
2010-09-03,0.0,-0.0038129601773404555,-0.010179436235793265,0.004224098169570064,-0.0041135815571057485,-0.01414026526127814,0.0,-0.013395899346266504,-0.009288016607003874
2010-09-07,0.0,0.008301199629251264,0.01485811196574922,0.0003785248521009591,0.002421512424420587,-0.001,0.0,-0.001,0.015716529172326
2010-09-08,0.0,-0.005176202469203824,-0.004724884857138424,0.0017217271666600698,-0.006073159129337761,0.0,0.0,0.0,-0.00513706422412169
2010-09-09,0.0,-0.016076058545477494,-0.015270600715366879,0.00429615794311064,-0.0005664033207886846,0.0,0.0,-0.020739771833873544,-0.016110947340788346
2010-09-10,0.0,-0.001886883469224046,-0.001886883469224046,-0.0024154772628646503,-0.005648164850416528,0.0,0.0,-0.004573620314418547,-0.0024833662792817235
2010-09-13,0.0,0.0019647377925826547,0.0019647377925826547,0.0005126097714077524,-0.003570738108881385,0.0,0.0,0.004887067955115398,0.002860318704125514
2010-09-14,0.0,0.004265037288329127,-0.001,0.0029332375288504964,0.00011136733819922087,0.0,-0.001,-0.001,0.01316522524058138
2010-09-15,0.0,-0.009178027018002723,0.0,-0.0009259338234489586,-0.004007835251681152,0.0,0.0,0.0,-0.0029008913667983843
2010-09-16,0.0,-0.001952152772431361,0.0,-0.003967658191182102,0.0004903102921064408,0.0,0.0,-0.010875158012327413,-0.006470343917896608
2010-09-17,0.0,0.0014635686577302825,0.0,-0.0032415575744939437,0.0011412305192887676,0.0,0.0,-0.001,0.002379131612981267
2010-09-20,0.0,0.003951803547796637,0.0,0.0013900766009178563,-0.0014661497850663998,0.0,0.0,0.0,-0.0004270227555995803
2010-09-21,0.0,0.011090796612165202,0.0,0.0020529089140701503,-0.0005842281442510588,0.0,0.0,0.0,-0.001682405487516303
2010-09-22,0.0,0.004778372666240825,0.0,0.0013902330634396273,0.005317092732790721,0.0,0.0,0.0,-0.00404631653857368
2010-09-23,0.0,0.0017175945338872077,0.0,-0.004183641638509921,0.0009577263267896677,0.0,0.0,0.0,0.00014130427052581234
2010-09-24,0.0,-0.004814540848943577,0.0,-0.00011265481701472449,-0.0032114568121097017,0.0,0.0,0.0,-0.007655731214811064
2010-09-27,0.0,0.008235541234735523,0.0,-3.0587799013898336e-05,0.0039839150808016095,0.0,0.0,0.0,0.011387124888944222
2010-09-28,0.0,0.007843790917978924,0.0,-0.0011646277827960037,-0.0016895398969617157,0.0,0.0,0.0,0.007566277678367361
2010-09-29,0.0,-0.0015907456097883237,0.0,0.002289124385364542,0.00012224614501182734,0.0,0.0,0.0,-0.0024242023472833885
2010-09-30,0.0,-0.0004827003942872748,0.0,0.00043481570073723627,-0.0008719695604423529,0.0,0.0,0.0,-0.0005409913113545106
2010-10-01,0.0,0.0021539014105930727,0.0,0.004255015554385988,-0.0021363375659503294,0.0,0.0,0.0,-0.00040422949730517565
2010-10-04,0.0,-0.0007557814607550428,0.0,7.247578537590668e-05,0.0032262885333644653,0.0,0.0,0.0,0.00045585554851406166
2010-10-05,0.0,0.008099047563738838,0.0,7.788823915043819e-05,-0.005451903459259374,0.0,0.0,0.0,0.0015983217094111008
2010-10-06,0.0,0.008895223360019768,0.0,-0.0004633536206653701,-0.0019832783495592025,0.0,0.0,0.0,0.00835939135678079
2010-10-07,0.0,-0.009818836132941856,0.0,0.0012436257794386655,0.001193480928288235,0.0,0.0,0.0,-0.00924274729174956
2010-10-08,0.0,0.0033281304636557187,0.0,-0.004393325633768911,-0.0004344520559561749,0.0,0.0,0.0,0.0006066466071534323
2010-10-11,0.0,0.0028054498874211567,0.0,-0.000590999174245525,-0.00014693552739679765,0.0,0.0,0.0,0.0017996531801939607
2010-10-12,0.0,-0.005440035528771311,0.0,0.0014173257391177155,-0.005864377914449111,0.0,0.0,0.0,-0.007295426534231392
2010-10-13,0.0,0.008988252224821521,0.0,-0.0026113144449486656,0.0010103148572653486,0.0,0.0,0.0,0.0013430746212836926
2010-10-14,0.0,-0.0026924044742873496,0.0,-0.0005507235410630153,0.006015187178645439,0.0,0.0,-0.015944556405103172,-0.004775252867580404
2010-10-15,0.0,-0.009402839630579236,0.0,-0.005270540721286634,0.008707764404657274,0.0,0.0,-0.012215363506038024,0.0025663869072811707
2010-10-18,0.0,0.005525223364186658,0.0,0.004222776597641043,-0.009340374510827084,0.0,0.0,0.008078639839181223,-0.0013360262984728477
2010-10-19,0.0,-0.020032449111979794,0.0,0.0062212131138333505,0.0031389565632593515,0.0,0.0,0.006034353812851778,-0.00011136549083268221
2010-10-20,0.0,0.0063384868042096745,0.0,-0.00144629083238164,-0.0009693345822111584,0.0,0.0,-0.001,0.0031207229282104176
2010-10-21,0.0,-0.013269888028998476,0.0,-0.00035747608862600705,-0.001454439745846902,0.0,0.0,-0.015087770334554662,-0.0015553546416003927
2010-10-22,0.0,0.003901564816727079,0.0,-0.002762660427111444,-0.002673784960477492,0.0,0.0,0.002008144777821741,0.004563452117307465
2010-10-25,0.0,0.0062529205460651995,0.0,-0.0038161349844437254,0.0005158179126975023,0.0,0.0,0.008633395612906769,0.0038770059032471327
2010-10-26,0.0,-0.006003016574995555,0.0,-0.0005985406052631773,-0.003609466842072531,0.0,0.0,0.00022926081694740752,0.0015458229255194134
2010-10-27,0.0,-0.009843587693611312,0.0,-0.0005131124327984847,-0.0030523237838234597,0.0,0.0,-0.001,-0.0011021237484024615
2010-10-28,0.0,0.009402177669477865,0.0,0.00033191624775136226,0.0010662632481130817,0.0,0.0,0.0017206962854906535,0.0005517203510621016
2010-10-29,0.0,0.010068207698387168,0.0,-0.0005918337864922389,0.0014304077807903944,0.0,0.0,-0.001,0.00044085043175590144
2010-11-01,0.0,-0.004960198493717782,0.0,-0.0019204473442114276,-0.0029939531441522454,0.0,0.0,0.0,-0.001874755029959041
2010-11-02,0.0,0.00693964433608131,0.0,-0.0012800789538260254,0.002609802189891995,0.0,0.0,0.0,0.004890570097076941
2010-11-03,0.0,-0.0008667886237879276,0.0,9.139181117354665e-05,-0.003307184049041112,0.0,0.0,0.0,0.003318137226614448
2010-11-04,0.0,0.021664559195964713,0.0,-0.00230897127688612,0.0010794452325303054,0.0,0.0,0.0,0.013009112059889416
2010-11-05,0.0,-0.002980557960710285,0.0,-0.004341941809039053,0.002169226367629059,0.0,0.0,0.0,-0.0010889563270054525
2010-11-08,0.0,0.0024361566696180148,0.0,-0.002617091811000471,0.002511046828237484,0.0,0.0,0.0034908775761522967,-0.0029410800688526306
2010-11-09,0.0,-0.01260018796186045,0.0,0.002685377607758703,0.00020421607391921738,0.0,0.0,-0.001,-0.0028418001046780494
2010-11-10,0.0,0.005410519478268035,0.0,-0.005566432689816081,0.00020830116836369612,0.0,0.0,0.0003503543179793631,-0.008218035296756465
2010-11-11,0.0,-0.00926103908053704,0.0,-0.00324716126725098,0.0029699078778951016,0.0,0.0,-0.0005175555201230031,-0.003977668258309697
2010-11-12,0.0,-0.016962487260926664,0.0,0.003645552006796551,-0.0029431272330621076,0.0,0.0,-0.0124380516523681,-0.003660328677431046
